"F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47"
"NA","DAPHNE","63652","oodle","NA","NA","AL",1350,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,3,2,1,1865,"NA",1,1987,0,0,1,100,15237.9100992411,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","TUSCALOOSA","81035","oodle","NA","NA","AL",610,33.209841,-87.569173,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,1,1,1,708,"NA",0,1987,0,0,0,100,5784.68651488616,0.335936863673851,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","CALERA","NA","NA","NA","150 Savannah Ln Shelby County","AL",1500,33.16594,-86.79057,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,4,2,1,2069,"SFR",1,2002,0,1,0,100,16904.6841798015,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","TUSCALOOSA","81035","oodle","NA","NA","AL",715,33.209841,-87.569173,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,1,1,1156,"NA",0,1987,0,0,0,100,9445.05312317571,0.199866306502372,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","TUSCALOOSA","81035","oodle","NA","NA","AL",1039,33.209841,-87.569173,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,1271,"NA",0,1987,0,0,0,100,10384.6561587858,0.280508671188727,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","TUSCALOOSA","81035","oodle","NA","NA","AL",825,33.209841,-87.569173,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,1200,"NA",0,1987,0,1,1,100,9804.55341506129,0.697671577567235,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","TUSCALOOSA","81035","oodle","NA","NA","AL",920,33.209841,-87.569173,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,1,1,1,802,"NA",0,1987,0,0,0,100,6552.70986573263,0.627840333385393,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","63652","oodle","NA","NA","AL",1050,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,3,2,1,1283,"NA",0,1987,0,0,0,100,10482.7016929364,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","20365","oodle","NA","NA","AL",900,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,1400,"NA",0,1987,0,1,0,100,11438.6456509048,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","NA","NA","NA","135 Greenbay Dr Baldwin County","AL",1600,30.641006,-87.885475,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,4,2,1,2138,"SFR",1,1987,0,1,0,100,17468.4460011675,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","GULF SHORES","NA","NA","NA","530 Dolphin Way Baldwin County","AL",1200,30.273626,-87.67854,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,3,2,1,1595,"SFR",1,1987,0,1,1,100,13031.8855808523,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","20365","oodle","NA","NA","AL",1150,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,3,2,1,1700,"NA",0,1987,0,0,0,100,13889.7840046702,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","FORT MITCHELL","NA","NA","NA","3 Annie Ct Russell County","AL",1550,32.330772,-85.01983,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,4,4,1,3200,"SFR",1,2011,0,1,0,100,26145.4757734968,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","20365","oodle","NA","NA","AL",840,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,1100,"NA",0,1987,0,0,1,100,8987.50729713952,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","TUSCALOOSA","81035","oodle","NA","NA","AL",1140,33.209841,-87.569173,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,1105,"NA",0,1987,0,0,0,100,9028.35960303561,0.618988940957934,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","20365","oodle","NA","NA","AL",1400,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,4,2,1,1755,"NA",0,1987,0,0,0,100,14339.1593695271,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","64365","oodle","NA","NA","AL",1115,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,1164,"NA",0,1987,0,1,0,100,9510.41681260946,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","63652","oodle","NA","NA","AL",1500,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,4,3,1,2277,"Condo",1,1987,0,0,1,100,18604.1401050788,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","63652","oodle","NA","NA","AL",850,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,950,"NA",0,1987,0,0,0,100,7761.93812025686,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","GULF SHORES","NA","home","NA","435 Canal Rd Baldwin County","AL",775,30.27903,-87.68054,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.75,2,2,1,1050,"SFR",0,1987,0,0,0,100,8578.98423817863,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","63652","oodle","NA","NA","AL",830,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,1,1,1,850,"NA",0,1987,0,1,0,100,6944.89200233508,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","20365","oodle","NA","NA","AL",1600,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,3,2,1,1883,"NA",1,1987,0,0,0,100,15384.978400467,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","PINSON","NA","NA","NA","774 Woodhaven Dr Jefferson County","AL",1200,33.77005,-86.61473,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,3,2,1,1600,"SFR",1,1987,0,0,0,100,13072.7378867484,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","73652","oodle","NA","9227 Brookshire Loop","AL",1450,30.600315,-87.867149,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,3,2,1,1600,"NA",0,1987,0,0,1,100,13072.7378867484,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","PINSON","NA","NA","NA","5656 Cheryl Dr Jefferson County","AL",1100,33.690907,-86.63295,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,3,2,1,1350,"SFR",1,1987,0,1,0,100,11030.122591944,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","FORT MITCHELL","NA","NA","NA","22 Registry Way Russell County","AL",1375,32.272945,-84.99118,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,4,3,1,2900,"SFR",1,1987,0,1,1,100,23694.3374197315,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","20365","oodle","NA","NA","AL",800,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,1,1,1,1065,"NA",0,1987,0,0,0,100,8701.5411558669,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","20365","oodle","NA","NA","AL",500,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,1,1,400,"NA",0,1987,0,0,1,100,3268.1844716871,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","20365","oodle","NA","NA","AL",1525,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,4,2,1,2181,"NA",1,1987,0,1,0,100,17819.7758318739,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","20365","oodle","NA","NA","AL",1395,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,3,2,1,1571,"NA",0,1987,0,0,0,100,12835.7945125511,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","CALERA","NA","NA","NA","320 Dunwar Dr Shelby County","AL",900,33.09374,-86.76947,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,2,1,1,1315,"SFR",0,1987,0,1,0,100,10744.1564506713,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","CALERA","NA","NA","NA","173 Creekstone Trl Shelby County","AL",1120,33.153072,-86.77973,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,3,2,1,1200,"SFR",0,1987,0,1,0,100,9804.55341506129,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","63652","oodle","NA","NA","AL",2400,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,4,3,1,2500,"NA",0,1987,0,1,0,100,20426.1529480444,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","TUSCALOOSA","81035","oodle","NA","NA","AL",799,33.209841,-87.569173,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,1180,"NA",0,1987,0,1,1,100,9641.14419147694,0.203671865398064,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","TUSCALOOSA","81035","oodle","NA","NA","AL",865,33.209841,-87.569173,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,1190,"NA",0,1987,0,0,0,100,9722.84880326912,0.130948019912466,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","20365","oodle","NA","NA","AL",800,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,1,1,873,"NA",0,1987,0,0,0,100,7132.81260945709,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","63652","oodle","NA","NA","AL",1300,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,3,2,1,1838,"NA",1,1987,0,0,0,100,15017.3076474022,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","63652","oodle","NA","NA","AL",750,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,846,"NA",0,1987,0,0,1,100,6912.21015761821,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","FORT MITCHELL","NA","NA","NA","5 Landings Ct Russell County","AL",1500,32.273125,-84.99006,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,5,3,1,3580,"SFR",1,1987,0,1,1,100,29250.2510215995,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","FORT MITCHELL","NA","NA","NA","5 Churchhill Dr Russell County","AL",950,32.257782,-84.96773,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,3,2,1,1288,"SFR",1,1987,0,1,1,100,10523.5539988325,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","TUSCALOOSA","81035","oodle","NA","NA","AL",855,33.209841,-87.569173,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,1140,"NA",0,1987,0,0,0,100,9314.32574430823,0.434448698302731,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","FORT MITCHELL","NA","NA","NA","9 Churchhill Dr Russell County","AL",1200,32.257782,-84.96773,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,4,2,1,1900,"SFR",0,1987,0,0,0,100,15523.8762405137,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","FORT MITCHELL","NA","NA","NA","9 Stoney Mill Ln Russell County","AL",1500,32.248024,-84.973694,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,4,3,1,3160,"SFR",1,1987,0,1,0,100,25818.6573263281,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","TUSCALOOSA","81035","oodle","NA","NA","AL",705,33.209841,-87.569173,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,920,"NA",0,1987,0,0,1,100,7516.82428488033,0.794222170021385,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","TUSCALOOSA","81035","oodle","NA","NA","AL",945,33.209841,-87.569173,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,1,1,1,770,"NA",0,1987,0,0,1,100,6291.25510799766,0.839449741179124,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","64365","oodle","NA","8160 County Rd 64","AL",839,30.601756,-87.883073,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,1073,"NA",1,1987,0,1,1,100,8766.90484530064,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","DAPHNE","20365","oodle","NA","NA","AL",800,30.603526,-87.903605,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2015.5,2,2,1,1000,"NA",0,1987,0,0,1,100,8170.46117921775,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","FORT MITCHELL","NA","NA","NA","1 Greyhawk Ct Russell County","AL",1400,32.26227,-84.97532,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,4,2,1,1960,"SFR",1,1987,0,1,0,100,16014.1039112668,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
"NA","FORT MITCHELL","NA","NA","NA","1 Churchhill Dr Russell County","AL",1200,32.257782,-84.96773,1.05878300092938,0.483763825803335,2.23010279452856,2.97922802679901,1.97851021020051,3.34966651675019,0.628207123950592,1.24269641357776,1.22796046984912,34.4701338868985,2.52229901232135,2016.25,4,2,1,2340,"SFR",0,1987,0,1,1,100,19118.8791593695,-11.5482215843183,"NA",50559.56,17,61.5,54.3,6.06,3.51,4.37,3.7,112817,113878.373107621,101800
